"文件","行号","所在符号","行类型","作用","代码摘要"
"docs/regression-tests.md","245","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","246","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","247","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 显示多个 badges（如 OpenAlex + arXiv + PubMed 中的若干项）"
"docs/regression-tests.md","248","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 非假数据：仅显示真实检索到的来源"
"docs/regression-tests.md","249","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","250","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","251","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","252","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","253","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","254","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","255","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### D4. （开发环境）调试面板"
"docs/regression-tests.md","256","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","257","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","258","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","259","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 设置 `DEBUG_LITERATURE=true` 后重复 D1 |"
"docs/regression-tests.md","260","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 2 | 查看 Search Summary 与 per-paper Matched By / Merge Source Count |"
"docs/regression-tests.md","261","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","262","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","263","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 调试面板可见"
"docs/regression-tests.md","264","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- `Duplicates removed` ≥ 0 且与合并行为一致"
"docs/regression-tests.md","265","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- `DEBUG_LITERATURE=false` 时面板不可见"
"docs/regression-tests.md","266","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","267","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL ☐ N/A（非开发环境）"
"docs/regression-tests.md","268","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","269","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","270","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","271","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","272","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","## E. Paper Detail（论文详情）"
"docs/regression-tests.md","273","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","274","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### E1. 打开论文详情"
"docs/regression-tests.md","275","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","276","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","277","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","278","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 从文献追踪点击某论文标题或「查看详情」 |"
"docs/regression-tests.md","279","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","280","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","281","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 详情页加载成功，URL 为 `/literature/papers/[id]`"
"docs/regression-tests.md","282","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 标题与追踪器一致"
"docs/regression-tests.md","283","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","284","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","285","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","286","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","287","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","288","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","289","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### E2. 检查基本信息"
"docs/regression-tests.md","290","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","291","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","292","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","293","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 核对标题、作者、摘要、发表时间、外部链接 |"
"docs/regression-tests.md","294","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","295","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","296","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 信息与追踪器卡片一致或更完整"
"docs/regression-tests.md","297","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- DOI / arXiv ID / PubMed ID 仅在真实存在时显示，**不编造**"
"docs/regression-tests.md","298","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","299","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","300","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","301","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","302","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","303","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","304","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### E3. 检查 AI 总结"
"docs/regression-tests.md","305","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","306","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","307","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","308","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 查看 AI 工作区 / 中文总结（若已生成） |"
"docs/regression-tests.md","309","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 2 | 若无分析，触发或等待生成（按产品行为） |"
"docs/regression-tests.md","310","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","311","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","312","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 结构化中文内容或明确空状态"
"docs/regression-tests.md","313","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 不显示占位假数据"
"docs/regression-tests.md","314","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","315","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","316","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","317","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","318","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","319","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","320","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### E4. 引用 / 参考文献 fallback"
"docs/regression-tests.md","321","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","322","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","323","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","324","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 滚动至「引用网络」或参考文献区块 |"
"docs/regression-tests.md","325","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 2 | （可选）在 Semantic Scholar 限流时刷新 |"
"docs/regression-tests.md","326","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","327","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","328","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 有数据时展示 references / citations / related papers"
"docs/regression-tests.md","329","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 429 限流时显示友好中文提示，页面其余部分可用"
"docs/regression-tests.md","330","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 无数据时显示空状态，**不填充虚构引用**"
"docs/regression-tests.md","331","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","332","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","333","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","334","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","335","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","336","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","337","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","## F. Library（文献库）"
"docs/regression-tests.md","338","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","339","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### F1. 保存论文"
"docs/regression-tests.md","340","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","341","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","342","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","343","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 在文献追踪对某论文点击「保存到文献夹」 |"
"docs/regression-tests.md","344","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 2 | 选择一个文献夹并确认 |"
"docs/regression-tests.md","345","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 3 | 打开「文献库」 |"
"docs/regression-tests.md","346","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","347","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","348","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 论文出现在文献库"
"docs/regression-tests.md","349","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 状态为已收藏 / saved"
"docs/regression-tests.md","350","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 文献夹标签显示正确"
"docs/regression-tests.md","351","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","352","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","353","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","354","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","355","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","356","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","357","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### F2. 移动到文献夹"
"docs/regression-tests.md","358","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","359","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","360","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","361","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 在文献库对论文执行「移动到文献夹」 |"
"docs/regression-tests.md","362","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 2 | 更改文献夹归属 |"
"docs/regression-tests.md","363","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","364","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","365","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 文献夹归属更新"
"docs/regression-tests.md","366","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 刷新后仍保持"
"docs/regression-tests.md","367","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","368","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","369","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","370","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","371","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","372","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","373","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### F3. 标记已读"
"docs/regression-tests.md","374","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","375","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","376","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","377","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 将论文标记为「已读」 |"
"docs/regression-tests.md","378","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","379","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","380","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 状态更新为 read"
"docs/regression-tests.md","381","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 文献库筛选「已读」可见该论文"
"docs/regression-tests.md","382","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","383","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","384","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","385","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","386","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","387","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","388","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","### F4. 忽略与恢复"
"docs/regression-tests.md","389","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","390","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 步骤 | 操作 |"
"docs/regression-tests.md","391","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|"
"docs/regression-tests.md","392","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 1 | 在文献追踪点击「忽略」 |"
"docs/regression-tests.md","393","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 2 | 确认该论文从追踪器列表隐藏 |"
"docs/regression-tests.md","394","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 3 | 在文献库（或等效入口）恢复被忽略论文 |"
"docs/regression-tests.md","395","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","396","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**预期：**"
"docs/regression-tests.md","397","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 忽略后追踪器不再显示（skipped）"
"docs/regression-tests.md","398","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 恢复后重新出现在合适列表"
"docs/regression-tests.md","399","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","400","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**结果：** ☐ PASS ☐ FAIL"
"docs/regression-tests.md","401","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**备注：**"
"docs/regression-tests.md","402","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","403","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","404","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","405","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","## 执行摘要模板"
"docs/regression-tests.md","406","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","407","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 区块 | PASS | FAIL | 跳过 |"
"docs/regression-tests.md","408","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","|---|---|---|---|"
"docs/regression-tests.md","409","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| A. Chat | | | |"
"docs/regression-tests.md","410","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| B. Translation | | | |"
"docs/regression-tests.md","411","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| C. Literature Tracker | | | |"
"docs/regression-tests.md","412","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| D. Deduplication | | | |"
"docs/regression-tests.md","413","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| E. Paper Detail | | | |"
"docs/regression-tests.md","414","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| F. Library | | | |"
"docs/regression-tests.md","415","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","416","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**执行日期：**"
"docs/regression-tests.md","417","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**执行人：**"
"docs/regression-tests.md","418","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**环境：** local / staging / production"
"docs/regression-tests.md","419","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**Git 分支 / 提交：**"
"docs/regression-tests.md","420","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","**阻塞性问题：**"
"docs/regression-tests.md","421","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","422","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","---"
"docs/regression-tests.md","423","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","424","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","## 相关文档"
"docs/regression-tests.md","425","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/regression-tests.md","426","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- [QA 检查清单](./qa-checklist.md)"
"docs/regression-tests.md","427","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- [开发规则](./development-rules.md)"
"docs/regression-tests.md","428","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","1","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","# ResearchGPT 系统主线归档"
"docs/system-archive.md","2","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","3","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","本文档用于把现有功能、代码模块和后续开发任务归档到固定系统主线中。以后新增或修改功能时，先确认归属主线，再决定实现位置，避免继续形成重复逻辑和临时补丁。"
"docs/system-archive.md","4","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","5","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","## 0. 总原则"
"docs/system-archive.md","6","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","7","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","ResearchGPT 的产品形态不是“很多独立页面”，而是一个科研 Agent 工作台："
"docs/system-archive.md","8","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","9","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","用户输入任务 -> 项目与资料范围确认 -> 意图识别 -> 工具规划 -> 工具执行 -> 结果整合 -> 质量检查 -> 保存或导出。"
"docs/system-archive.md","10","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","11","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","开发原则："
"docs/system-archive.md","12","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","13","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 聊天框是总入口，页面按钮是快捷入口。"
"docs/system-archive.md","14","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 同一能力只能有一套核心服务层。"
"docs/system-archive.md","15","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 页面组件不直接复制业务逻辑，只调用对应系统服务。"
"docs/system-archive.md","16","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 每次修改必须说明归属主线、影响范围和验证路径。"
"docs/system-archive.md","17","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","- 不用临时提示词代替真实工具和文件管线。"
"docs/system-archive.md","18","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","19","(模块顶层)","注释/说明","记录设计意图、说明或文档内容；属于文件顶层","## 1. 项目与上下文系统"
"docs/system-archive.md","20","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","21","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","负责：用户当前在做什么项目，AI 默认读取哪些资料，任务结果归属到哪里。"
"docs/system-archive.md","22","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","23","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","当前功能："
"docs/system-archive.md","24","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"docs/system-archive.md","25","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 功能 | 现有位置 | 归档说明 |"
"docs/system-archive.md","26","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| --- | --- | --- |"
"docs/system-archive.md","27","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 新建项目、选择项目、最近项目 | `components/chat-shell.tsx`, `lib/chat/workspace.ts` | 项目入口与当前上下文 |"
"docs/system-archive.md","28","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 项目云端同步 | `lib/chat/workspace-cloud-sync.ts`, `lib/chat/cloud-sync.ts`, `supabase/migrations/011_research_workspace.sql` | 项目状态持久化 |"
"docs/system-archive.md","29","(模块顶层)","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于文件顶层","| 项目绑定本地文件夹 | `components/desktop-folder-bind-button.tsx`, `lib/desktop/connection.ts` | 项目资料来源 |"
