"文件","起始行","结束行","符号","类型","作用"
"lib/chat/context-bundle.ts","212","329","buildContextBundle","函数","实现 buildContextBundle 的调用与控制流程"
"lib/chat/context-bundle.ts","331","381","contextBundleToSystemMessage","函数","实现 contextBundleToSystemMessage 的调用与控制流程"
"lib/chat/export-guidance.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/export-guidance.ts","5","15","EXPORT_GUIDANCE_SYSTEM_MESSAGE","变量","保存或计算 EXPORT_GUIDANCE_SYSTEM_MESSAGE 所需的数据"
"lib/chat/export-guidance.ts","17","30","withExportGuidance","函数","实现 withExportGuidance 的调用与控制流程"
"lib/chat/export-guidance.ts","19","22","函数@19","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/intent-router.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/intent-router.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/intent-router.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/chat/intent-router.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/chat/intent-router.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/chat/intent-router.ts","9","12","导入@9","导入","引入本文件依赖"
"lib/chat/intent-router.ts","13","13","导入@13","导入","引入本文件依赖"
"lib/chat/intent-router.ts","21","35","IntentKind","类型","定义 IntentKind 的数据契约"
"lib/chat/intent-router.ts","37","50","ToolName","类型","定义 ToolName 的数据契约"
"lib/chat/intent-router.ts","52","60","InputScope","类型","定义 InputScope 的数据契约"
"lib/chat/intent-router.ts","62","87","IntentRoute","类型","定义 IntentRoute 的数据契约"
"lib/chat/intent-router.ts","89","101","IntentPlan","类型","定义 IntentPlan 的数据契约"
"lib/chat/intent-router.ts","103","111","IntentRouterInput","类型","定义 IntentRouterInput 的数据契约"
"lib/chat/intent-router.ts","113","116","lastUserText","函数","实现 lastUserText 的调用与控制流程"
"lib/chat/intent-router.ts","114","114","函数@114","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","118","122","compact","函数","实现 compact 的调用与控制流程"
"lib/chat/intent-router.ts","124","127","clampConfidence","函数","实现 clampConfidence 的调用与控制流程"
"lib/chat/intent-router.ts","129","146","isIntentKind","函数","实现 isIntentKind 的调用与控制流程"
"lib/chat/intent-router.ts","148","156","normalizeTools","函数","实现 normalizeTools 的调用与控制流程"
"lib/chat/intent-router.ts","151","151","函数@151","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","158","174","normalizeScope","函数","实现 normalizeScope 的调用与控制流程"
"lib/chat/intent-router.ts","176","208","normalizeOutputType","函数","实现 normalizeOutputType 的调用与控制流程"
"lib/chat/intent-router.ts","210","217","estimateTokensFromText","函数","实现 estimateTokensFromText 的调用与控制流程"
"lib/chat/intent-router.ts","219","248","expectedOutputTokensForIntent","函数","实现 expectedOutputTokensForIntent 的调用与控制流程"
"lib/chat/intent-router.ts","250","313","buildTokenEstimate","函数","实现 buildTokenEstimate 的调用与控制流程"
"lib/chat/intent-router.ts","256","256","函数@256","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","259","263","函数@259","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","275","276","函数@275","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","288","288","函数@288","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","315","325","extractJsonObject","函数","实现 extractJsonObject 的调用与控制流程"
"lib/chat/intent-router.ts","327","365","createLocalPlan","函数","实现 createLocalPlan 的调用与控制流程"
"lib/chat/intent-router.ts","367","369","textIncludesAny","函数","实现 textIncludesAny 的调用与控制流程"
"lib/chat/intent-router.ts","368","368","函数@368","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","371","412","isQuestionAboutExistingOutput","函数","实现 isQuestionAboutExistingOutput 的调用与控制流程"
"lib/chat/intent-router.ts","414","420","hasReusablePreviousOutput","函数","实现 hasReusablePreviousOutput 的调用与控制流程"
"lib/chat/intent-router.ts","422","442","queryUsesPreviousOutputAsSource","函数","实现 queryUsesPreviousOutputAsSource 的调用与控制流程"
"lib/chat/intent-router.ts","444","451","outputTypeFromQuery","函数","实现 outputTypeFromQuery 的调用与控制流程"
"lib/chat/intent-router.ts","453","478","intentForPreviousOutputTransform","函数","实现 intentForPreviousOutputTransform 的调用与控制流程"
"lib/chat/intent-router.ts","480","525","routeContextBundleFastPath","函数","实现 routeContextBundleFastPath 的调用与控制流程"
"lib/chat/intent-router.ts","527","735","routeFastPath","函数","实现 routeFastPath 的调用与控制流程"
"lib/chat/intent-router.ts","737","782","routeSafetyInterception","函数","实现 routeSafetyInterception 的调用与控制流程"
"lib/chat/intent-router.ts","784","832","planFromRecord","函数","实现 planFromRecord 的调用与控制流程"
"lib/chat/intent-router.ts","815","815","函数@815","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","834","859","getRouterClient","函数","实现 getRouterClient 的调用与控制流程"
"lib/chat/intent-router.ts","861","881","fallbackIntentPlan","函数","实现 fallbackIntentPlan 的调用与控制流程"
"lib/chat/intent-router.ts","883","984","routeIntent","函数","实现 routeIntent 的调用与控制流程"
"lib/chat/intent-router.ts","897","897","函数@897","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","899","902","函数@899","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/intent-router.ts","986","1030","chatRouteFromIntent","函数","实现 chatRouteFromIntent 的调用与控制流程"
"lib/chat/intent-router.ts","987","1002","taskKindByIntent","变量","保存或计算 taskKindByIntent 所需的数据"
"lib/chat/intent-router.ts","1032","1034","intentRequestsGptImage","函数","实现 intentRequestsGptImage 的调用与控制流程"
"lib/chat/message-normalize.ts","3","8","导入@3","导入","引入本文件依赖"
"lib/chat/message-normalize.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/chat/message-normalize.ts","11","14","ApiTextMessage","类型","定义 ApiTextMessage 的数据契约"
"lib/chat/message-normalize.ts","28","30","isChatRole","函数","实现 isChatRole 的调用与控制流程"
"lib/chat/message-normalize.ts","32","64","normalizeMessageContent","函数","实现 normalizeMessageContent 的调用与控制流程"
"lib/chat/message-normalize.ts","43","55","函数@43","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","66","109","coerceContentParts","函数","实现 coerceContentParts 的调用与控制流程"
"lib/chat/message-normalize.ts","111","156","finalizeMessageContent","函数","实现 finalizeMessageContent 的调用与控制流程"
"lib/chat/message-normalize.ts","141","141","函数@141","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","150","151","函数@150","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","153","153","函数@153","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","158","179","messageContentIsNonEmpty","函数","实现 messageContentIsNonEmpty 的调用与控制流程"
"lib/chat/message-normalize.ts","167","167","函数@167","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","172","173","函数@172","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","181","210","coerceRawMessageContent","函数","实现 coerceRawMessageContent 的调用与控制流程"
"lib/chat/message-normalize.ts","212","214","apiMessageHasValidContent","函数","实现 apiMessageHasValidContent 的调用与控制流程"
"lib/chat/message-normalize.ts","216","247","defaultContentForAttachments","函数","实现 defaultContentForAttachments 的调用与控制流程"
"lib/chat/message-normalize.ts","220","220","函数@220","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","223","223","函数@223","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","249","251","hasAttachmentMetadata","函数","实现 hasAttachmentMetadata 的调用与控制流程"
"lib/chat/message-normalize.ts","253","256","CoerceRawOptions","类型","定义 CoerceRawOptions 的数据契约"
"lib/chat/message-normalize.ts","258","359","coerceRawToApiMessage","函数","实现 coerceRawToApiMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","318","320","函数@318","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","361","382","sanitizeIncomingChatMessages","函数","实现 sanitizeIncomingChatMessages 的调用与控制流程"
"lib/chat/message-normalize.ts","384","397","findLastValidUserFromRaw","函数","实现 findLastValidUserFromRaw 的调用与控制流程"
"lib/chat/message-normalize.ts","399","433","ensureLastValidUserMessage","函数","实现 ensureLastValidUserMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","435","459","normalizeDisplayMessage","函数","实现 normalizeDisplayMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","442","444","函数@442","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","445","451","函数@445","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","461","484","displayMessageToApiMessage","函数","实现 displayMessageToApiMessage 的调用与控制流程"
"lib/chat/message-normalize.ts","469","469","函数@469","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","470","470","函数@470","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","486","493","displayMessagesToApiMessages","函数","实现 displayMessagesToApiMessages 的调用与控制流程"
"lib/chat/message-normalize.ts","489","492","函数@489","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","495","512","buildChatApiMessages","函数","实现 buildChatApiMessages 的调用与控制流程"
"lib/chat/message-normalize.ts","514","530","compactMessagesForPersistence","函数","实现 compactMessagesForPersistence 的调用与控制流程"
"lib/chat/message-normalize.ts","519","529","函数@519","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/message-normalize.ts","532","536","normalizeDisplayMessages","函数","实现 normalizeDisplayMessages 的调用与控制流程"
"lib/chat/model-identity.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/model-identity.ts","8","10","getConfiguredModelLabel","函数","实现 getConfiguredModelLabel 的调用与控制流程"
"lib/chat/model-identity.ts","12","26","buildModelIdentitySystemMessage","函数","实现 buildModelIdentitySystemMessage 的调用与控制流程"
"lib/chat/model-identity.ts","28","44","withModelIdentity","函数","实现 withModelIdentity 的调用与控制流程"
"lib/chat/model-identity.ts","33","36","函数@33","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/response-style.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/response-style.ts","5","21","RESPONSE_STYLE_SYSTEM_MESSAGE","变量","保存或计算 RESPONSE_STYLE_SYSTEM_MESSAGE 所需的数据"
"lib/chat/response-style.ts","23","36","withResponseStyle","函数","实现 withResponseStyle 的调用与控制流程"
"lib/chat/response-style.ts","25","28","函数@25","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/attachments.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/chat/server/attachments.ts","8","38","injectAttachmentsIntoMessages","函数","实现 injectAttachmentsIntoMessages 的调用与控制流程"
"lib/chat/server/errors.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/errors.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/errors.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/server/errors.ts","7","10","ChatApiErrorBody","类型","定义 ChatApiErrorBody 的数据契约"
"lib/chat/server/errors.ts","12","24","requireChatUser","函数","实现 requireChatUser 的调用与控制流程"
"lib/chat/server/errors.ts","26","102","toChatApiErrorResponse","函数","实现 toChatApiErrorResponse 的调用与控制流程"
"lib/chat/server/library-context.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/library-context.ts","9","19","termsFromQuery","函数","实现 termsFromQuery 的调用与控制流程"
"lib/chat/server/library-context.ts","15","15","函数@15","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","16","16","函数@16","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","21","27","scoreText","函数","实现 scoreText 的调用与控制流程"
"lib/chat/server/library-context.ts","23","26","函数@23","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","29","46","loadScopedPapers","函数","实现 loadScopedPapers 的调用与控制流程"
"lib/chat/server/library-context.ts","39","40","函数@39","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","44","44","函数@44","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","48","89","buildLiteratureLibraryContext","函数","实现 buildLiteratureLibraryContext 的调用与控制流程"
"lib/chat/server/library-context.ts","58","64","函数@58","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","66","67","函数@66","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","69","69","函数@69","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/library-context.ts","73","85","函数@73","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/server/prepare-messages.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","9","9","导入@9","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","10","10","导入@10","导入","引入本文件依赖"
"lib/chat/server/prepare-messages.ts","12","49","prepareChatMessages","函数","实现 prepareChatMessages 的调用与控制流程"
"lib/chat/stream-protocol.ts","1","39","ChatStreamEvent","类型","定义 ChatStreamEvent 的数据契约"
"lib/chat/stream-protocol.ts","41","43","encodeChatStreamEvent","函数","实现 encodeChatStreamEvent 的调用与控制流程"
"lib/chat/task-router.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/task-router.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/chat/task-router.ts","4","10","ChatTaskKind","类型","定义 ChatTaskKind 的数据契约"
"lib/chat/task-router.ts","12","18","ChatTaskRoute","类型","定义 ChatTaskRoute 的数据契约"
"lib/chat/task-router.ts","33","36","lastUserText","函数","实现 lastUserText 的调用与控制流程"
"lib/chat/task-router.ts","34","34","函数@34","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/task-router.ts","38","135","routeChatTask","函数","实现 routeChatTask 的调用与控制流程"
"lib/chat/tool-executor.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/tool-executor.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/chat/tool-executor.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/chat/tool-executor.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/chat/tool-executor.ts","6","13","ExecutableProjectFile","类型","定义 ExecutableProjectFile 的数据契约"
"lib/chat/tool-executor.ts","15","23","ExecutableProjectFolder","类型","定义 ExecutableProjectFolder 的数据契约"
"lib/chat/tool-executor.ts","25","30","ExecutableProjectContext","类型","定义 ExecutableProjectContext 的数据契约"
"lib/chat/tool-executor.ts","32","37","ToolExecutionResult","类型","定义 ToolExecutionResult 的数据契约"
"lib/chat/tool-executor.ts","43","47","asObject","函数","实现 asObject 的调用与控制流程"
"lib/chat/tool-executor.ts","49","53","sanitizeString","函数","实现 sanitizeString 的调用与控制流程"
"lib/chat/tool-executor.ts","55","57","sanitizeBoolean","函数","实现 sanitizeBoolean 的调用与控制流程"
"lib/chat/tool-executor.ts","59","61","sanitizeNumber","函数","实现 sanitizeNumber 的调用与控制流程"
"lib/chat/tool-executor.ts","63","73","sanitizeStringArray","函数","实现 sanitizeStringArray 的调用与控制流程"
"lib/chat/tool-executor.ts","68","68","函数@68","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","69","69","函数@69","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","75","141","sanitizeExecutableProjectContext","函数","实现 sanitizeExecutableProjectContext 的调用与控制流程"
"lib/chat/tool-executor.ts","86","128","函数@86","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","92","110","函数@92","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","98","102","nextFile","变量","保存或计算 nextFile 所需的数据"
"lib/chat/tool-executor.ts","111","111","函数@111","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","116","122","nextFolder","变量","保存或计算 nextFolder 所需的数据"
"lib/chat/tool-executor.ts","129","129","函数@129","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","143","154","projectFileScope","函数","实现 projectFileScope 的调用与控制流程"
"lib/chat/tool-executor.ts","149","149","函数@149","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","151","151","函数@151","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-executor.ts","156","197","buildProjectManifest","函数","实现 buildProjectManifest 的调用与控制流程"
"lib/chat/tool-executor.ts","199","291","executeToolPlan","函数","实现 executeToolPlan 的调用与控制流程"
"lib/chat/tool-executor.ts","210","210","函数@210","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-planner.ts","1","7","导入@1","导入","引入本文件依赖"
"lib/chat/tool-planner.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/chat/tool-planner.ts","10","18","ToolPlanStage","类型","定义 ToolPlanStage 的数据契约"
"lib/chat/tool-planner.ts","20","27","ToolPlanStep","类型","定义 ToolPlanStep 的数据契约"
"lib/chat/tool-planner.ts","29","38","ToolPlan","类型","定义 ToolPlan 的数据契约"
"lib/chat/tool-planner.ts","40","49","step","函数","实现 step 的调用与控制流程"
"lib/chat/tool-planner.ts","51","78","scopeDetail","函数","实现 scopeDetail 的调用与控制流程"
"lib/chat/tool-planner.ts","80","86","requiresProjectOrSelection","函数","实现 requiresProjectOrSelection 的调用与控制流程"
"lib/chat/tool-planner.ts","88","90","hasProjectOrSelection","函数","实现 hasProjectOrSelection 的调用与控制流程"
"lib/chat/tool-planner.ts","92","94","uniqueTools","函数","实现 uniqueTools 的调用与控制流程"
"lib/chat/tool-planner.ts","93","93","函数@93","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-planner.ts","96","102","shouldRunQualityCheck","函数","实现 shouldRunQualityCheck 的调用与控制流程"
"lib/chat/tool-planner.ts","104","111","toolPurpose","函数","实现 toolPurpose 的调用与控制流程"
"lib/chat/tool-planner.ts","106","109","函数@106","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-planner.ts","113","326","buildIntentSteps","函数","实现 buildIntentSteps 的调用与控制流程"
"lib/chat/tool-planner.ts","328","420","buildToolPlan","函数","实现 buildToolPlan 的调用与控制流程"
"lib/chat/tool-planner.ts","380","387","函数@380","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-registry.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/tool-registry.ts","3","9","ToolCategory","类型","定义 ToolCategory 的数据契约"
"lib/chat/tool-registry.ts","11","11","ToolReadiness","类型","定义 ToolReadiness 的数据契约"
"lib/chat/tool-registry.ts","13","23","ToolDefinition","类型","定义 ToolDefinition 的数据契约"
"lib/chat/tool-registry.ts","41","185","TOOL_REGISTRY","变量","保存或计算 TOOL_REGISTRY 所需的数据"
"lib/chat/tool-registry.ts","187","189","getToolDefinition","函数","实现 getToolDefinition 的调用与控制流程"
"lib/chat/tool-registry.ts","191","193","getToolLabel","函数","实现 getToolLabel 的调用与控制流程"
"lib/chat/tool-registry.ts","195","199","getToolsByCategory","函数","实现 getToolsByCategory 的调用与控制流程"
"lib/chat/tool-registry.ts","196","196","函数@196","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-registry.ts","197","197","函数@197","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/tool-registry.ts","201","230","defaultToolsForIntent","函数","实现 defaultToolsForIntent 的调用与控制流程"
"lib/chat/tool-registry.ts","232","239","summarizeToolDefinitions","函数","实现 summarizeToolDefinitions 的调用与控制流程"
"lib/chat/tool-registry.ts","234","237","函数@234","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/visual-policy.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/chat/visual-policy.ts","2","2","导入@2","导入","引入本文件依赖"
"lib/chat/visual-policy.ts","14","45","tierInstruction","函数","实现 tierInstruction 的调用与控制流程"
"lib/chat/visual-policy.ts","47","78","withScientificVisualPolicy","函数","实现 withScientificVisualPolicy 的调用与控制流程"
"lib/chat/visual-policy.ts","52","55","函数@52","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/visual-policy.ts","62","75","instruction","变量","保存或计算 instruction 所需的数据"
"lib/chat/workspace.ts","3","3","WorkspaceContextMode","类型","定义 WorkspaceContextMode 的数据契约"
"lib/chat/workspace.ts","5","14","LocalWorkspaceFile","类型","定义 LocalWorkspaceFile 的数据契约"
"lib/chat/workspace.ts","16","25","LocalWorkspaceFolder","类型","定义 LocalWorkspaceFolder 的数据契约"
"lib/chat/workspace.ts","27","36","ResearchProject","类型","定义 ResearchProject 的数据契约"
"lib/chat/workspace.ts","38","41","WorkspaceStorage","类型","定义 WorkspaceStorage 的数据契约"
"lib/chat/workspace.ts","47","70","normalizeWorkspaceStorage","函数","实现 normalizeWorkspaceStorage 的调用与控制流程"
"lib/chat/workspace.ts","51","54","函数@51","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/workspace.ts","58","58","函数@58","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/workspace.ts","64","66","函数@64","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/workspace.ts","72","94","isLocalFile","函数","实现 isLocalFile 的调用与控制流程"
"lib/chat/workspace.ts","96","112","isLocalFolder","函数","实现 isLocalFolder 的调用与控制流程"
"lib/chat/workspace.ts","114","131","isProject","函数","实现 isProject 的调用与控制流程"
"lib/chat/workspace.ts","123","123","函数@123","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/workspace.ts","133","145","loadWorkspace","函数","实现 loadWorkspace 的调用与控制流程"
"lib/chat/workspace.ts","147","150","saveWorkspace","函数","实现 saveWorkspace 的调用与控制流程"
"lib/chat/workspace.ts","152","171","createResearchProject","函数","实现 createResearchProject 的调用与控制流程"
"lib/chat/workspace.ts","173","181","shouldSuggestProject","函数","实现 shouldSuggestProject 的调用与控制流程"
"lib/chat/workspace.ts","183","201","topicTokens","函数","实现 topicTokens 的调用与控制流程"
"lib/chat/workspace.ts","193","193","函数@193","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/workspace.ts","194","194","函数@194","函数","实现 匿名逻辑 的调用与控制流程"
"lib/chat/workspace.ts","203","231","shouldSuggestTemporaryQuestion","函数","实现 shouldSuggestTemporaryQuestion 的调用与控制流程"
"lib/documents/formats/pdf.ts","3","6","导入@3","导入","引入本文件依赖"
"lib/documents/formats/pdf.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/documents/formats/pdf.ts","8","8","导入@8","导入","引入本文件依赖"
"lib/documents/formats/pdf.ts","9","11","导入@9","导入","引入本文件依赖"
"lib/documents/formats/pdf.ts","12","12","导入@12","导入","引入本文件依赖"
"lib/documents/formats/pdf.ts","14","16","normalizeExtractedText","函数","实现 normalizeExtractedText 的调用与控制流程"
"lib/documents/formats/pdf.ts","18","29","assertPdfSize","函数","实现 assertPdfSize 的调用与控制流程"
"lib/documents/formats/pdf.ts","31","46","extractPdfText","函数","实现 extractPdfText 的调用与控制流程"
"lib/documents/formats/pdf.ts","48","68","parsePdfAttachment","函数","实现 parsePdfAttachment 的调用与控制流程"
"lib/documents/formats/pdf.ts","71","79","parsePdfBuffer","函数","实现 parsePdfBuffer 的调用与控制流程"
"lib/documents/parser.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/documents/parser.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/documents/parser.ts","5","5","导入@5","导入","引入本文件依赖"
"lib/documents/parser.ts","6","6","导入@6","导入","引入本文件依赖"
"lib/documents/parser.ts","7","10","导入@7","导入","引入本文件依赖"
"lib/documents/parser.ts","11","11","导入@11","导入","引入本文件依赖"
"lib/documents/parser.ts","12","12","导入@12","导入","引入本文件依赖"
"lib/documents/parser.ts","13","13","导入@13","导入","引入本文件依赖"
"lib/documents/parser.ts","14","19","导入@14","导入","引入本文件依赖"
"lib/documents/parser.ts","20","20","导入@20","导入","引入本文件依赖"
"lib/documents/parser.ts","22","22","导出@22","导出","向其他模块公开能力"
"lib/documents/parser.ts","24","26","normalizeExtractedText","函数","实现 normalizeExtractedText 的调用与控制流程"
"lib/documents/parser.ts","28","60","parsePptx","函数","实现 parsePptx 的调用与控制流程"
"lib/documents/parser.ts","31","31","函数@31","函数","实现 匿名逻辑 的调用与控制流程"
"lib/documents/parser.ts","32","42","函数@32","函数","实现 匿名逻辑 的调用与控制流程"
"lib/documents/parser.ts","51","51","函数@51","函数","实现 匿名逻辑 的调用与控制流程"
"lib/documents/parser.ts","62","65","parseDocx","函数","实现 parseDocx 的调用与控制流程"
"lib/documents/parser.ts","67","70","parsePdf","函数","实现 parsePdf 的调用与控制流程"
"lib/documents/parser.ts","72","74","parsePlainText","函数","实现 parsePlainText 的调用与控制流程"
"lib/documents/parser.ts","76","94","parseSpreadsheet","函数","实现 parseSpreadsheet 的调用与控制流程"
"lib/documents/parser.ts","96","168","parseDocument","函数","实现 parseDocument 的调用与控制流程"
"lib/documents/parser.ts","170","173","parseDocumentFile","函数","实现 parseDocumentFile 的调用与控制流程"
"lib/documents/parser.ts","175","205","injectDocumentIntoMessages","函数","实现 injectDocumentIntoMessages 的调用与控制流程"
"lib/documents/truncate.ts","3","7","TruncateResult","类型","定义 TruncateResult 的数据契约"
"lib/documents/truncate.ts","9","35","truncateText","函数","实现 truncateText 的调用与控制流程"
"lib/documents/types.ts","3","8","ParsedDocument","类型","定义 ParsedDocument 的数据契约"
"lib/export/artifact-boundary.ts","1","1","导入@1","导入","引入本文件依赖"
"lib/export/artifact-boundary.ts","3","9","ExportVisualSpec","类型","定义 ExportVisualSpec 的数据契约"
"lib/export/artifact-boundary.ts","11","14","ArtifactChannelResult","类型","定义 ArtifactChannelResult 的数据契约"
"lib/export/artifact-boundary.ts","23","30","cleanJsonLikeBlock","函数","实现 cleanJsonLikeBlock 的调用与控制流程"
"lib/export/artifact-boundary.ts","32","35","firstJsonStringField","函数","实现 firstJsonStringField 的调用与控制流程"
"lib/export/artifact-boundary.ts","37","95","parseStructuredVisualSpec","函数","实现 parseStructuredVisualSpec 的调用与控制流程"
"lib/export/artifact-boundary.ts","58","58","函数@58","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/artifact-boundary.ts","97","105","visualPlaceholder","函数","实现 visualPlaceholder 的调用与控制流程"
"lib/export/artifact-boundary.ts","107","109","splitParagraphs","函数","实现 splitParagraphs 的调用与控制流程"
"lib/export/artifact-boundary.ts","111","161","legacyVisualSpec","函数","实现 legacyVisualSpec 的调用与控制流程"
"lib/export/artifact-boundary.ts","132","132","函数@132","函数","实现 匿名逻辑 的调用与控制流程"
"lib/export/artifact-boundary.ts","133","133","函数@133","函数","实现 匿名逻辑 的调用与控制流程"
