"文件","行号","所在符号","行类型","作用","代码摘要"
"lib/chat/tool-executor.ts","169","buildProjectManifest","空行","分隔代码结构，提高可读性；属于“buildProjectManifest”函数",""
"lib/chat/tool-executor.ts","170","buildProjectManifest","循环","遍历或重复处理集合数据；属于“buildProjectManifest”函数","for (const folder of context.localFolders) {"
"lib/chat/tool-executor.ts","171","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","lines.push("
"lib/chat/tool-executor.ts","172","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","`文件夹：${folder.name}（文件 ${folder.fileCount} 个，PDF ${folder.pdfCount} 个${folder.truncated ? ""，列表可能已截断"" : """"}）`,"
"lib/chat/tool-executor.ts","173","buildProjectManifest","结构结束","结束当前语句、对象或作用域；属于“buildProjectManifest”函数",");"
"lib/chat/tool-executor.ts","174","buildProjectManifest","条件分支","根据运行条件选择执行路径；属于“buildProjectManifest”函数","if (folder.path) lines.push(`授权路径：${folder.path}`);"
"lib/chat/tool-executor.ts","175","buildProjectManifest","空行","分隔代码结构，提高可读性；属于“buildProjectManifest”函数",""
"lib/chat/tool-executor.ts","176","buildProjectManifest","循环","遍历或重复处理集合数据；属于“buildProjectManifest”函数","for (const file of folder.files) {"
"lib/chat/tool-executor.ts","177","buildProjectManifest","条件分支","根据运行条件选择执行路径；属于“buildProjectManifest”函数","if (emitted >= MAX_MANIFEST_FILES) break;"
"lib/chat/tool-executor.ts","178","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","emitted += 1;"
"lib/chat/tool-executor.ts","179","buildProjectManifest","变量/计算","声明状态、配置或中间计算结果；属于“buildProjectManifest”函数","const selectedMark = selectedIds.has(file.id) ? ""已选中"" : ""未选中"";"
"lib/chat/tool-executor.ts","180","buildProjectManifest","变量/计算","声明状态、配置或中间计算结果；属于“buildProjectManifest”函数","const readable ="
"lib/chat/tool-executor.ts","181","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","file.readable === false ? ""不可全文读取"" : ""可尝试全文读取"";"
"lib/chat/tool-executor.ts","182","buildProjectManifest","变量/计算","声明状态、配置或中间计算结果；属于“buildProjectManifest”函数","const ext = file.extension || file.name.split(""."").pop() || """";"
"lib/chat/tool-executor.ts","183","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","lines.push("
"lib/chat/tool-executor.ts","184","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","`- ${file.name} | ${file.kind || ""file""} ${ext ? `.${ext.replace(/^\./, """")}` : """"} | ${selectedMark} | ${readable}`,"
"lib/chat/tool-executor.ts","185","buildProjectManifest","结构结束","结束当前语句、对象或作用域；属于“buildProjectManifest”函数",");"
"lib/chat/tool-executor.ts","186","buildProjectManifest","结构结束","结束当前语句、对象或作用域；属于“buildProjectManifest”函数","}"
"lib/chat/tool-executor.ts","187","buildProjectManifest","条件分支","根据运行条件选择执行路径；属于“buildProjectManifest”函数","if (emitted >= MAX_MANIFEST_FILES) {"
"lib/chat/tool-executor.ts","188","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","lines.push("
"lib/chat/tool-executor.ts","189","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","`其余文件未展开：为控制上下文，最多只展示 ${MAX_MANIFEST_FILES} 个文件名。`,"
"lib/chat/tool-executor.ts","190","buildProjectManifest","结构结束","结束当前语句、对象或作用域；属于“buildProjectManifest”函数",");"
"lib/chat/tool-executor.ts","191","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","break;"
"lib/chat/tool-executor.ts","192","buildProjectManifest","结构结束","结束当前语句、对象或作用域；属于“buildProjectManifest”函数","}"
"lib/chat/tool-executor.ts","193","buildProjectManifest","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“buildProjectManifest”函数","lines.push("""");"
"lib/chat/tool-executor.ts","194","buildProjectManifest","结构结束","结束当前语句、对象或作用域；属于“buildProjectManifest”函数","}"
"lib/chat/tool-executor.ts","195","buildProjectManifest","空行","分隔代码结构，提高可读性；属于“buildProjectManifest”函数",""
"lib/chat/tool-executor.ts","196","buildProjectManifest","返回结果","结束当前作用域并向调用方返回值；属于“buildProjectManifest”函数","return lines.join(""\n"");"
"lib/chat/tool-executor.ts","197","buildProjectManifest","结构结束","结束当前语句、对象或作用域；属于“buildProjectManifest”函数","}"
"lib/chat/tool-executor.ts","198","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/chat/tool-executor.ts","199","executeToolPlan","公开接口","定义或导出供其他模块调用的能力；属于“executeToolPlan”函数","export async function executeToolPlan(input: {"
"lib/chat/tool-executor.ts","200","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","intentPlan: IntentPlan;"
"lib/chat/tool-executor.ts","201","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","toolPlan: ToolPlan;"
"lib/chat/tool-executor.ts","202","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","projectContext: ExecutableProjectContext | null;"
"lib/chat/tool-executor.ts","203","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","selectedFolderIds: string[];"
"lib/chat/tool-executor.ts","204","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","contextMode: ""auto"" | ""project"" | ""temporary"";"
"lib/chat/tool-executor.ts","205","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","projectName: string;"
"lib/chat/tool-executor.ts","206","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","allowConversationSource?: boolean;"
"lib/chat/tool-executor.ts","207","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","}): Promise<ToolExecutionResult> {"
"lib/chat/tool-executor.ts","208","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const statuses: string[] = [];"
"lib/chat/tool-executor.ts","209","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const contextMessages: ChatMessage[] = [];"
"lib/chat/tool-executor.ts","210","函数@210","变量/计算","声明状态、配置或中间计算结果；属于“函数@210”函数","const tools = new Set(input.toolPlan.steps.flatMap((step) => step.tools));"
"lib/chat/tool-executor.ts","211","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const usesPreviousAssistantOutput ="
"lib/chat/tool-executor.ts","212","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","input.intentPlan.inputScope === ""previous_assistant_output"";"
"lib/chat/tool-executor.ts","213","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const needsProjectContext ="
"lib/chat/tool-executor.ts","214","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","!usesPreviousAssistantOutput &&"
"lib/chat/tool-executor.ts","215","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","(input.intentPlan.inputScope === ""current_project"" ||"
"lib/chat/tool-executor.ts","216","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","input.contextMode === ""project"" ||"
"lib/chat/tool-executor.ts","217","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","tools.has(""local_connector"") ||"
"lib/chat/tool-executor.ts","218","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","tools.has(""project_workspace""));"
"lib/chat/tool-executor.ts","219","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","220","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push("
"lib/chat/tool-executor.ts","221","executeToolPlan","外部调用/数据访问","调用网络接口、数据库或外部服务；属于“executeToolPlan”函数","`工具执行层：已规划 ${input.toolPlan.steps.length} 步，涉及 ${Array.from("
"lib/chat/tool-executor.ts","222","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","tools,"
"lib/chat/tool-executor.ts","223","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",")"
"lib/chat/tool-executor.ts","224","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数",".map(getToolLabel)"
"lib/chat/tool-executor.ts","225","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数",".join(""、"")}。`,"
"lib/chat/tool-executor.ts","226","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",");"
"lib/chat/tool-executor.ts","227","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","228","executeToolPlan","条件分支","根据运行条件选择执行路径；属于“executeToolPlan”函数","if (input.contextMode === ""temporary"") {"
"lib/chat/tool-executor.ts","229","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push(""执行范围：临时问题，不读取当前项目资料。"");"
"lib/chat/tool-executor.ts","230","executeToolPlan","返回结果","结束当前作用域并向调用方返回值；属于“executeToolPlan”函数","return { ran: true, statuses, contextMessages };"
"lib/chat/tool-executor.ts","231","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","}"
"lib/chat/tool-executor.ts","232","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","233","executeToolPlan","条件分支","根据运行条件选择执行路径；属于“executeToolPlan”函数","if (usesPreviousAssistantOutput) {"
"lib/chat/tool-executor.ts","234","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push("
"lib/chat/tool-executor.ts","235","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","""资料范围：已承接上一轮回答作为本次处理来源，不读取项目或本地文件。"","
"lib/chat/tool-executor.ts","236","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",");"
"lib/chat/tool-executor.ts","237","executeToolPlan","返回结果","结束当前作用域并向调用方返回值；属于“executeToolPlan”函数","return { ran: true, statuses, contextMessages };"
"lib/chat/tool-executor.ts","238","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","}"
"lib/chat/tool-executor.ts","239","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","240","executeToolPlan","条件分支","根据运行条件选择执行路径；属于“executeToolPlan”函数","if (input.projectContext && needsProjectContext) {"
"lib/chat/tool-executor.ts","241","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const fileScope = projectFileScope(input.projectContext);"
"lib/chat/tool-executor.ts","242","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const folderCount = input.projectContext.localFolders.length;"
"lib/chat/tool-executor.ts","243","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const fileCount = fileScope.all.length;"
"lib/chat/tool-executor.ts","244","executeToolPlan","变量/计算","声明状态、配置或中间计算结果；属于“executeToolPlan”函数","const selectedCount = fileScope.selected.length;"
"lib/chat/tool-executor.ts","245","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","246","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push("
"lib/chat/tool-executor.ts","247","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","selectedCount > 0"
"lib/chat/tool-executor.ts","248","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","? `项目资料：已确认 ${folderCount} 个本地文件夹、${fileCount} 个文件；本次优先分析已选中的 ${selectedCount} 个文件。`"
"lib/chat/tool-executor.ts","249","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数",": `项目资料：已确认 ${folderCount} 个本地文件夹、${fileCount} 个文件；未选择具体文件时默认使用当前项目资料。`,"
"lib/chat/tool-executor.ts","250","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",");"
"lib/chat/tool-executor.ts","251","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","252","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","contextMessages.push({"
"lib/chat/tool-executor.ts","253","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","role: ""system"","
"lib/chat/tool-executor.ts","254","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","content: buildProjectManifest(input.projectContext),"
"lib/chat/tool-executor.ts","255","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","});"
"lib/chat/tool-executor.ts","256","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","} else if (needsProjectContext && input.projectName) {"
"lib/chat/tool-executor.ts","257","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push("
"lib/chat/tool-executor.ts","258","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","""项目资料：已选择项目，但前端没有同步本地资料清单；本次只能使用已上传或已写入对话的内容。"","
"lib/chat/tool-executor.ts","259","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",");"
"lib/chat/tool-executor.ts","260","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","} else if (needsProjectContext && input.allowConversationSource) {"
"lib/chat/tool-executor.ts","261","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push("
"lib/chat/tool-executor.ts","262","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","""资料范围：已承接上一轮回答作为本次处理来源，不读取项目或本地文件。"","
"lib/chat/tool-executor.ts","263","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",");"
"lib/chat/tool-executor.ts","264","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","} else if (needsProjectContext) {"
"lib/chat/tool-executor.ts","265","executeToolPlan","返回结果","结束当前作用域并向调用方返回值；属于“executeToolPlan”函数","return {"
"lib/chat/tool-executor.ts","266","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","ran: true,"
"lib/chat/tool-executor.ts","267","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses,"
"lib/chat/tool-executor.ts","268","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","contextMessages,"
"lib/chat/tool-executor.ts","269","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","blockingMessage:"
"lib/chat/tool-executor.ts","270","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","""这个任务需要先选择项目或绑定资料范围。请先选择项目、勾选文件，或把文件拖入聊天框后再执行。"","
"lib/chat/tool-executor.ts","271","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","};"
"lib/chat/tool-executor.ts","272","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","}"
"lib/chat/tool-executor.ts","273","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","274","executeToolPlan","条件分支","根据运行条件选择执行路径；属于“executeToolPlan”函数","if ("
"lib/chat/tool-executor.ts","275","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","tools.has(""local_connector"") &&"
"lib/chat/tool-executor.ts","276","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","!input.projectContext &&"
"lib/chat/tool-executor.ts","277","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","!input.allowConversationSource"
"lib/chat/tool-executor.ts","278","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数",") {"
"lib/chat/tool-executor.ts","279","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push("
"lib/chat/tool-executor.ts","280","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","""本机连接器：服务器不能直接读取本机文件，需要网页前端通过本机连接器读取后再交给 AI。"","
"lib/chat/tool-executor.ts","281","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",");"
"lib/chat/tool-executor.ts","282","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","}"
"lib/chat/tool-executor.ts","283","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","284","executeToolPlan","条件分支","根据运行条件选择执行路径；属于“executeToolPlan”函数","if (input.selectedFolderIds.length > 0) {"
"lib/chat/tool-executor.ts","285","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","statuses.push("
"lib/chat/tool-executor.ts","286","executeToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“executeToolPlan”函数","`文献库范围：已限制为用户选择的 ${input.selectedFolderIds.length} 个文献文件夹。`,"
"lib/chat/tool-executor.ts","287","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数",");"
"lib/chat/tool-executor.ts","288","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","}"
"lib/chat/tool-executor.ts","289","executeToolPlan","空行","分隔代码结构，提高可读性；属于“executeToolPlan”函数",""
"lib/chat/tool-executor.ts","290","executeToolPlan","返回结果","结束当前作用域并向调用方返回值；属于“executeToolPlan”函数","return { ran: true, statuses, contextMessages };"
"lib/chat/tool-executor.ts","291","executeToolPlan","结构结束","结束当前语句、对象或作用域；属于“executeToolPlan”函数","}"
"lib/chat/tool-executor.ts","292","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/chat/tool-planner.ts","1","导入@1","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@1”导入","import type {"
"lib/chat/tool-planner.ts","2","导入@1","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@1”导入","InputScope,"
"lib/chat/tool-planner.ts","3","导入@1","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@1”导入","IntentKind,"
"lib/chat/tool-planner.ts","4","导入@1","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@1”导入","IntentPlan,"
"lib/chat/tool-planner.ts","5","导入@1","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@1”导入","IntentRouterInput,"
"lib/chat/tool-planner.ts","6","导入@1","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@1”导入","ToolName,"
"lib/chat/tool-planner.ts","7","导入@1","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“导入@1”导入","} from ""@/lib/chat/intent-router"";"
"lib/chat/tool-planner.ts","8","导入@8","依赖导入","引入当前模块使用的外部或内部依赖；属于“导入@8”导入","import { getToolDefinition, getToolLabel } from ""@/lib/chat/tool-registry"";"
"lib/chat/tool-planner.ts","9","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/chat/tool-planner.ts","10","ToolPlanStage","公开接口","定义或导出供其他模块调用的能力；属于“ToolPlanStage”类型","export type ToolPlanStage ="
"lib/chat/tool-planner.ts","11","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""validate_scope"""
"lib/chat/tool-planner.ts","12","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""collect_inputs"""
"lib/chat/tool-planner.ts","13","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""parse_files"""
"lib/chat/tool-planner.ts","14","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""retrieve_context"""
"lib/chat/tool-planner.ts","15","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""analyze_content"""
"lib/chat/tool-planner.ts","16","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""generate_output"""
"lib/chat/tool-planner.ts","17","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""quality_check"""
"lib/chat/tool-planner.ts","18","ToolPlanStage","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStage”类型","| ""compose_response"";"
"lib/chat/tool-planner.ts","19","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/chat/tool-planner.ts","20","ToolPlanStep","公开接口","定义或导出供其他模块调用的能力；属于“ToolPlanStep”类型","export type ToolPlanStep = {"
"lib/chat/tool-planner.ts","21","ToolPlanStep","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStep”类型","id: string;"
"lib/chat/tool-planner.ts","22","ToolPlanStep","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStep”类型","stage: ToolPlanStage;"
"lib/chat/tool-planner.ts","23","ToolPlanStep","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStep”类型","title: string;"
"lib/chat/tool-planner.ts","24","ToolPlanStep","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStep”类型","detail: string;"
"lib/chat/tool-planner.ts","25","ToolPlanStep","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStep”类型","tools: ToolName[];"
"lib/chat/tool-planner.ts","26","ToolPlanStep","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlanStep”类型","required: boolean;"
"lib/chat/tool-planner.ts","27","ToolPlanStep","结构结束","结束当前语句、对象或作用域；属于“ToolPlanStep”类型","};"
"lib/chat/tool-planner.ts","28","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/chat/tool-planner.ts","29","ToolPlan","公开接口","定义或导出供其他模块调用的能力；属于“ToolPlan”类型","export type ToolPlan = {"
"lib/chat/tool-planner.ts","30","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","intent: IntentKind;"
"lib/chat/tool-planner.ts","31","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","scope: InputScope;"
"lib/chat/tool-planner.ts","32","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","outputType: IntentPlan[""outputType""];"
"lib/chat/tool-planner.ts","33","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","steps: ToolPlanStep[];"
"lib/chat/tool-planner.ts","34","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","blockers: string[];"
"lib/chat/tool-planner.ts","35","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","warnings: string[];"
"lib/chat/tool-planner.ts","36","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","needsUserDecision: boolean;"
"lib/chat/tool-planner.ts","37","ToolPlan","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“ToolPlan”类型","confirmationQuestion?: string;"
"lib/chat/tool-planner.ts","38","ToolPlan","结构结束","结束当前语句、对象或作用域；属于“ToolPlan”类型","};"
"lib/chat/tool-planner.ts","39","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/chat/tool-planner.ts","40","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","function step("
"lib/chat/tool-planner.ts","41","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","id: string,"
"lib/chat/tool-planner.ts","42","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","stage: ToolPlanStage,"
"lib/chat/tool-planner.ts","43","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","title: string,"
"lib/chat/tool-planner.ts","44","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","detail: string,"
"lib/chat/tool-planner.ts","45","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","tools: ToolName[],"
"lib/chat/tool-planner.ts","46","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","required = true,"
"lib/chat/tool-planner.ts","47","step","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“step”函数","): ToolPlanStep {"
"lib/chat/tool-planner.ts","48","step","返回结果","结束当前作用域并向调用方返回值；属于“step”函数","return { id, stage, title, detail, tools, required };"
"lib/chat/tool-planner.ts","49","step","结构结束","结束当前语句、对象或作用域；属于“step”函数","}"
"lib/chat/tool-planner.ts","50","(模块顶层)","空行","分隔代码结构，提高可读性；属于文件顶层",""
"lib/chat/tool-planner.ts","51","scopeDetail","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“scopeDetail”函数","function scopeDetail(plan: IntentPlan, input: IntentRouterInput): string {"
"lib/chat/tool-planner.ts","52","scopeDetail","条件分支","根据运行条件选择执行路径；属于“scopeDetail”函数","if (plan.inputScope === ""previous_assistant_output"") {"
"lib/chat/tool-planner.ts","53","scopeDetail","返回结果","结束当前作用域并向调用方返回值；属于“scopeDetail”函数","return ""只使用上一轮回答或上一轮生成结果作为资料源，不读取项目、本地文件或文献库。"";"
"lib/chat/tool-planner.ts","54","scopeDetail","结构结束","结束当前语句、对象或作用域；属于“scopeDetail”函数","}"
"lib/chat/tool-planner.ts","55","scopeDetail","条件分支","根据运行条件选择执行路径；属于“scopeDetail”函数","if (plan.inputScope === ""current_project"") {"
"lib/chat/tool-planner.ts","56","scopeDetail","返回结果","结束当前作用域并向调用方返回值；属于“scopeDetail”函数","return input.projectName"
"lib/chat/tool-planner.ts","57","scopeDetail","实现语句","执行当前作用域的具体业务、转换或配置逻辑；属于“scopeDetail”函数","? `只读取当前项目「${input.projectName}」绑定或选中的资料，避免混入其他项目。`"
